,Brand,Model,Range,Price,Battery_Capacity,Charging_Speed,Acceleration,Top_Speed,Seating_Capacity,Launch_Date,Date,Sales
5450,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2022-03-22,2022-03-22,105
5451,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,7,2021-11-03,2021-11-03,171
5452,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2022-12-26,2022-12-26,33
5454,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2016-05-04,2016-05-04,87
5455,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2020-02-13,2020-02-13,110
5456,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2016-12-16,2016-12-16,83
5457,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2021-10-18,2021-10-18,155
5458,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2020-10-29,2020-10-29,43
5459,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,7,2023-02-27,2023-02-27,50
5460,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2015-08-19,2015-08-19,85
5461,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2021-12-15,2021-12-15,46
5462,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2021-10-02,2021-10-02,91
5463,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2016-03-22,2016-03-22,78
5464,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2022-09-08,2022-09-08,186
5466,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2017-04-21,2017-04-21,20
5467,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,2,2022-04-20,2022-04-20,113
5468,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2020-04-17,2020-04-17,155
5469,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2019-06-13,2019-06-13,96
5470,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2020-06-04,2020-06-04,32
5471,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2021-01-25,2021-01-25,96
5472,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2017-04-07,2017-04-07,71
5473,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2019-03-10,2019-03-10,40
5474,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2016-07-22,2016-07-22,22
5475,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2015-12-16,2015-12-16,28
5476,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2015-12-25,2015-12-25,68
5477,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2019-12-09,2019-12-09,136
5478,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2021-10-24,Missing,113
5479,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2021-06-01,2021-06-01,143
5480,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2023-02-01,2023-02-01,86
5481,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2020-10-10,2020-10-10,89
5482,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,Missing,2022-01-16,137
5483,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2015-07-09,2015-07-09,35
5484,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2015-03-08,2015-03-08,85
5485,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2017-01-08,2017-01-08,78
5486,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2018-12-20,2018-12-20,73
5488,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2016-07-11,2016-07-11,96
5489,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2016-04-18,2016-04-18,74
5490,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2015-04-04,2015-04-04,66
5491,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2020-02-03,2020-02-03,110
5492,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,7,2019-07-10,2019-07-10,36
5493,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2021-10-04,2021-10-04,40
5494,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2015-11-10,2015-11-10,80
5495,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2017-08-25,2017-08-25,68
5496,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2016-03-06,2016-03-06,92
5497,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2017-05-20,2017-05-20,33
5499,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2021-08-01,2021-08-01,24
5500,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,2017-11-20,2017-11-20,81
5501,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2019-08-21,2019-08-21,92
5502,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2016-02-14,2016-02-14,43
5503,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2018-11-02,2018-11-02,91
5504,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2018-11-02,2018-11-02,91
5505,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,2,2017-12-18,2017-12-18,100
5506,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2016-05-24,2016-05-24,89
5507,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2020-06-22,2020-06-22,103
5508,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2023-12-30,2023-12-30,44
5509,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2015-08-12,Missing,67
5510,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2021-04-22,2021-04-22,91
5511,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,Missing,2016-01-01,72
5512,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,2,2020-11-24,2020-11-24,40
5513,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2017-02-19,2017-02-19,22
5514,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2016-02-13,2016-02-13,76
5515,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2020-10-04,2020-10-04,95
5516,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,2019-01-01,2019-01-01,70
5517,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2019-01-25,2019-01-25,77
5518,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2015-07-12,2015-07-12,89
5519,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,7,Missing,2019-05-08,100
5520,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2023-03-03,2023-03-03,135
5521,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2016-08-14,2016-08-14,19
5522,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2023-06-20,2023-06-20,116
5523,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,2015-12-25,2015-12-25,73
5524,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2020-03-15,2020-03-15,94
5525,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2022-01-30,2022-01-30,127
5526,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2021-11-07,2021-11-07,106
5527,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2015-03-04,2015-03-04,86
5528,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2019-11-16,2019-11-16,37
5529,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2019-04-13,2019-04-13,25
5530,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2016-04-23,2016-04-23,69
5531,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,Missing,2019-03-14,83
5532,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2021-03-31,2021-03-31,81
5533,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,Missing,2020-03-03,94
5534,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2020-03-30,2020-03-30,98
5535,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2021-03-18,Missing,155
5536,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2021-10-11,2021-10-11,220
5537,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2022-05-04,2022-05-04,120
5538,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2015-06-19,2015-06-19,18
5539,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2020-05-12,Missing,103
5540,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2015-11-10,2015-11-10,94
5541,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2021-12-12,2021-12-12,138
5542,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2017-07-20,2017-07-20,75
5543,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,7,2019-09-13,2019-09-13,104
5544,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2016-04-09,2016-04-09,79
5545,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2015-11-22,2015-11-22,80
5546,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2022-05-07,2022-05-07,112
5547,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2023-01-11,2023-01-11,213
5548,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2021-02-01,2021-02-01,89
5549,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,7,2015-06-21,2015-06-21,97
5551,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,Missing,2017-01-25,91
5552,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2018-09-21,2018-09-21,169
5553,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2018-05-02,2018-05-02,38
5554,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,4,2019-02-28,2019-02-28,32
5555,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,2,2020-11-04,2020-11-04,129
5556,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,2,2016-11-11,2016-11-11,91
5557,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2018-12-17,2018-12-17,117
5558,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2016-04-21,2016-04-21,73
5559,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,7,2022-09-24,2022-09-24,136
5560,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2016-09-10,2016-09-10,76
5561,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2016-07-08,2016-07-08,89
5562,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2015-09-28,2015-09-28,82
5564,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2020-10-02,Missing,135
5565,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2022-01-09,2022-01-09,22
5566,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2017-06-27,2017-06-27,34
5567,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,7,2016-04-04,2016-04-04,121
5568,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2019-04-12,Missing,123
5569,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,2019-12-31,2019-12-31,90
5570,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2015-06-28,2015-06-28,66
5571,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,4,2023-08-13,2023-08-13,111
5572,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,4,2023-11-02,2023-11-02,123
5573,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2021-07-02,2021-07-02,151
5574,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,4,2021-07-30,2021-07-30,40
5575,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,7,2023-09-26,2023-09-26,180
5576,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2018-08-07,2018-08-07,96
5577,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,7,2019-07-21,2019-07-21,152
5578,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2021-05-12,2021-05-12,138
5579,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2023-04-07,2023-04-07,39
5580,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,Missing,2022-08-04,131
5581,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2022-01-24,2022-01-24,33
5582,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2021-01-26,2021-01-26,39
5583,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-02-13,2023-02-13,138
5584,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2020-07-01,2020-07-01,116
5587,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2016-08-29,2016-08-29,91
5588,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2015-05-24,2015-05-24,79
5589,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,7,2019-07-06,2019-07-06,38
5590,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2022-10-23,2022-10-23,169
5591,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2015-09-01,2015-09-01,27
5592,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2018-11-29,2018-11-29,112
5593,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2018-09-06,2018-09-06,111
5594,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2015-07-06,2015-07-06,22
5595,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2021-04-14,2021-04-14,54
5596,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2021-03-30,2021-03-30,143
5597,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2020-04-01,2020-04-01,20
5598,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2020-11-26,2020-11-26,148
5599,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2020-04-29,2020-04-29,136
5600,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,2,2016-11-05,2016-11-05,98
5601,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2022-05-20,2022-05-20,130
5602,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2019-07-31,2019-07-31,106
5603,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2022-03-21,2022-03-21,44
5604,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2023-10-28,2023-10-28,37
5605,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,Missing,2016-11-19,91
5606,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2019-02-21,2019-02-21,151
5607,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2023-01-02,2023-01-02,89
5608,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2020-05-11,2020-05-11,183
5609,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2015-04-17,2015-04-17,68
5610,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2021-09-28,2021-09-28,39
5611,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,7,2022-06-25,2022-06-25,49
5612,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,2,2021-10-13,2021-10-13,109
5613,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2015-09-28,2015-09-28,82
5614,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2022-12-06,Missing,29
5615,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2019-04-01,Missing,100
5616,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,7,2020-07-18,2020-07-18,41
5617,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2019-12-14,2019-12-14,21
5618,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2016-06-21,2016-06-21,88
5619,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2015-04-22,2015-04-22,41
5620,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-07-14,2023-07-14,161
5622,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2018-05-03,2018-05-03,84
5623,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2023-12-23,2023-12-23,126
5624,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2017-12-27,2017-12-27,40
5625,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2020-09-10,2020-09-10,30
5626,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,Missing,2023-02-07,37
5627,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2022-11-15,2022-11-15,162
5628,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2016-02-18,2016-02-18,82
5629,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2019-02-13,2019-02-13,37
5630,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2019-07-30,2019-07-30,27
5631,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,2019-04-16,2019-04-16,82
5632,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,4,2021-12-08,2021-12-08,174
5633,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2015-05-11,2015-05-11,76
5634,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,Missing,2017-05-01,142
5635,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2020-12-20,2020-12-20,93
5636,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2019-05-01,2019-05-01,19
5637,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2019-09-03,2019-09-03,75
5638,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2022-03-13,2022-03-13,221
5639,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2023-03-29,2023-03-29,94
5641,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,7,2021-03-15,2021-03-15,92
5642,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2022-05-27,2022-05-27,120
5643,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2019-11-25,2019-11-25,33
5644,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,7,2021-10-07,2021-10-07,143
5645,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2022-05-08,2022-05-08,20
5646,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2018-12-27,2018-12-27,22
5647,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2020-11-13,2020-11-13,97
5648,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2019-03-04,2019-03-04,146
5649,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,2,2018-05-02,2018-05-02,108
5650,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,Missing,2017-09-27,148
5651,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2017-05-08,2017-05-08,88
5652,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,2,2015-04-18,2015-04-18,32
5653,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2017-03-23,2017-03-23,106
5654,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2017-04-26,2017-04-26,31
5655,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2015-10-06,2015-10-06,64
5656,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2021-11-22,2021-11-22,29
5657,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2023-10-06,2023-10-06,151
5658,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2022-05-04,2022-05-04,122
5659,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2021-01-19,2021-01-19,119
5660,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,7,2015-04-03,2015-04-03,14
5661,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,7,2015-01-22,2015-01-22,61
5663,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2018-01-14,2018-01-14,90
5664,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2020-12-26,2020-12-26,39
5665,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,2,2023-09-23,2023-09-23,100
5666,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2016-08-19,2016-08-19,75
5668,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,7,2023-01-03,Missing,26
5669,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,7,2022-11-30,2022-11-30,141
5672,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2020-04-12,2020-04-12,22
5673,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2020-04-10,2020-04-10,96
5674,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2017-10-24,2017-10-24,42
5675,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,Missing,2022-06-15,140
5676,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2020-12-27,2020-12-27,98
5677,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2018-06-11,2018-06-11,152
5678,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2022-08-22,2022-08-22,193
5679,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2022-08-10,2022-08-10,119
5680,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,2,2018-01-21,2018-01-21,104
5681,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2017-06-30,2017-06-30,83
5682,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,Missing,2023-07-19,123
5683,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2023-03-17,Missing,124
5684,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2017-08-30,2017-08-30,123
5685,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2018-09-12,2018-09-12,78
5686,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,2,2022-11-16,2022-11-16,174
5687,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2018-05-30,2018-05-30,83
5688,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2018-11-18,2018-11-18,166
5689,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2015-06-14,2015-06-14,59
5690,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-11-04,2023-11-04,197
5691,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2021-10-13,2021-10-13,134
5692,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2017-09-19,2017-09-19,69
5693,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2017-12-24,2017-12-24,74
5694,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2017-10-02,2017-10-02,63
5695,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2016-06-18,2016-06-18,95
5696,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,4,2015-08-23,2015-08-23,75
5697,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2016-02-13,2016-02-13,118
5698,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2018-10-13,2018-10-13,86
5699,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2020-04-19,2020-04-19,95
5700,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2022-02-07,2022-02-07,142
5701,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2021-10-24,Missing,23
5702,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2022-07-23,2022-07-23,103
5703,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,7,2017-05-10,2017-05-10,74
5704,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2020-06-18,2020-06-18,105
5705,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2022-11-04,2022-11-04,132
5706,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2018-10-12,2018-10-12,112
5707,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2019-08-26,2019-08-26,100
5708,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2022-03-01,2022-03-01,37
